country,year,metric,value,unit,source_dataset
AT,2018,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2019,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2020,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2021,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2022,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2023,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
AT,2015,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2016,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2017,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2018,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2019,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2020,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2021,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2022,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2023,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
AT,2015,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2016,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2017,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2018,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2019,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2020,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2021,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2022,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
AT,2023,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2015,price_gas_residential_EUR_per_MWh,60.25,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2016,price_gas_residential_EUR_per_MWh,54.04,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2017,price_gas_residential_EUR_per_MWh,53.7,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2018,price_gas_residential_EUR_per_MWh,58.04,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2019,price_gas_residential_EUR_per_MWh,56.33,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2020,price_gas_residential_EUR_per_MWh,49.69,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2021,price_gas_residential_EUR_per_MWh,57.21,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2022,price_gas_residential_EUR_per_MWh,115.26,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2023,price_gas_residential_EUR_per_MWh,106.97,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BE,2015,price_electricity_residential_EUR_per_MWh,223.9,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2016,price_electricity_residential_EUR_per_MWh,264.45,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2017,price_electricity_residential_EUR_per_MWh,286.7,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2018,price_electricity_residential_EUR_per_MWh,288.0,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2019,price_electricity_residential_EUR_per_MWh,284.95,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2020,price_electricity_residential_EUR_per_MWh,274.7,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2021,price_electricity_residential_EUR_per_MWh,284.8,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2022,price_electricity_residential_EUR_per_MWh,396.3,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2023,price_electricity_residential_EUR_per_MWh,406.4,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BE,2015,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2016,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2017,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2018,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2019,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2020,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2021,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2022,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2023,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BE,2015,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2016,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2017,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2018,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2019,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2020,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2021,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2022,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2023,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BE,2015,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2016,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2017,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2018,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2019,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2020,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2021,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2022,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BE,2023,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2015,price_gas_residential_EUR_per_MWh,43.41,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2016,price_gas_residential_EUR_per_MWh,33.98,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2017,price_gas_residential_EUR_per_MWh,35.28,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2018,price_gas_residential_EUR_per_MWh,40.83,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2019,price_gas_residential_EUR_per_MWh,44.52,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2020,price_gas_residential_EUR_per_MWh,37.22,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2021,price_gas_residential_EUR_per_MWh,53.77,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2022,price_gas_residential_EUR_per_MWh,96.84,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2023,price_gas_residential_EUR_per_MWh,79.09,EUR/MWh GCV tax-incl,Eurostat nrg_pc_202 band D2
BG,2015,price_electricity_residential_EUR_per_MWh,94.95,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2016,price_electricity_residential_EUR_per_MWh,94.7,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2017,price_electricity_residential_EUR_per_MWh,96.9,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2018,price_electricity_residential_EUR_per_MWh,99.2,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2019,price_electricity_residential_EUR_per_MWh,97.75,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2020,price_electricity_residential_EUR_per_MWh,98.95,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2021,price_electricity_residential_EUR_per_MWh,105.75,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2022,price_electricity_residential_EUR_per_MWh,112.0,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2023,price_electricity_residential_EUR_per_MWh,116.5,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
BG,2015,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2016,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2017,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2018,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2019,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2020,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2021,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2022,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2023,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
BG,2015,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2016,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2017,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2018,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2019,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2020,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2021,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2022,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2023,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
BG,2015,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2016,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2017,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2018,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2019,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2020,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2021,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2022,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
BG,2023,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2015,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2016,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2017,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2018,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2019,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2020,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2021,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2022,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2023,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CH,2015,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2016,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2017,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2018,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2019,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2020,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2021,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2022,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2023,price_electricity_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.3)
CH,2015,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2016,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2017,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2018,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2019,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2020,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2021,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2022,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2023,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CH,2015,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2016,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2017,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2018,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2019,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2020,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2021,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2022,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2023,price_pellets_EUR_per_MWh,NA,EUR/MWh,missing (source: Bioenergy Europe Statistical Reports; national pellet associations)
CH,2015,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2016,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2017,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2018,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2019,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2020,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2021,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2022,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CH,2023,price_district_heat_EUR_per_MWh,NA,EUR/MWh,missing (source: Euroheat and Power Country-by-Country report; national regulators)
CY,2015,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2016,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2017,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2018,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2019,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2020,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2021,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2022,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2023,price_gas_residential_EUR_per_MWh,NA,EUR/MWh,missing (CH not in Eurostat; UK post-2020 use DESNZ QEP 2.2.4)
CY,2015,price_electricity_residential_EUR_per_MWh,189.75,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2016,price_electricity_residential_EUR_per_MWh,157.4,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2017,price_electricity_residential_EUR_per_MWh,184.45,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2018,price_electricity_residential_EUR_per_MWh,203.8,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2019,price_electricity_residential_EUR_per_MWh,221.95,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2020,price_electricity_residential_EUR_per_MWh,191.55,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2021,price_electricity_residential_EUR_per_MWh,214.0,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2022,price_electricity_residential_EUR_per_MWh,293.4,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2023,price_electricity_residential_EUR_per_MWh,359.55,EUR/MWh tax-incl,Eurostat nrg_pc_204 band DC
CY,2015,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CY,2016,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CY,2017,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CY,2018,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
CY,2019,price_heating_oil_EUR_per_litre,NA,EUR/L,missing (source: EU Weekly Oil Bulletin per-country weekly PDFs; CH use BFS; UK use DESNZ QEP 4.1.1)
