country,year,metric,value,unit,source_dataset
FR,2021,renovation_rate_medium_or_light_pct,1.7,pct_per_year,ADEME SDES MaPrimeRenov 2021
FR,2022,renovation_rate_medium_or_light_pct,2.0,pct_per_year,ADEME ANAH MaPrimeRenov 2022
FR,2022,renovation_rate_deep_pct,0.2,pct_per_year,ADEME 2023 communique deep
HR,2016,renovation_rate_total_pct,21.7,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
HR,2016,renovation_rate_medium_or_light_pct,8.2,pct_per_year,JRC Castellazzi/Esposito 2019
HR,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
HU,2016,renovation_rate_total_pct,8.9,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
HU,2016,renovation_rate_medium_or_light_pct,3.8,pct_per_year,JRC Castellazzi/Esposito 2019
HU,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
IE,2016,renovation_rate_total_pct,8.0,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
IE,2016,renovation_rate_medium_or_light_pct,4.0,pct_per_year,JRC Castellazzi/Esposito 2019
IE,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
IE,2022,renovation_rate_total_pct,2.0,pct_per_year,SEAI National Retrofit Plan 2022
IE,2022,renovation_rate_deep_pct,0.4,pct_per_year,Comptroller and Auditor General 2023
IT,2016,renovation_rate_total_pct,13.7,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
IT,2016,renovation_rate_medium_or_light_pct,5.5,pct_per_year,JRC Castellazzi/Esposito 2019
IT,2016,renovation_rate_deep_pct,0.3,pct_per_year,JRC Castellazzi/Esposito 2019
IT,2022,renovation_rate_deep_pct,0.7,pct_per_year_Superbonus_peak,ENEA Superbonus monthly bulletin 2022
IT,2023,renovation_rate_deep_pct,0.6,pct_per_year_Superbonus_decline,ENEA Superbonus monthly bulletin 2023
LT,2016,renovation_rate_total_pct,8.9,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
LT,2016,renovation_rate_medium_or_light_pct,3.6,pct_per_year,JRC Castellazzi/Esposito 2019
LT,2016,renovation_rate_deep_pct,0.2,pct_per_year,JRC Castellazzi/Esposito 2019
LU,2016,renovation_rate_total_pct,7.1,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
LU,2016,renovation_rate_medium_or_light_pct,2.7,pct_per_year,JRC Castellazzi/Esposito 2019
LU,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
LU,2020,renovation_rate_total_pct_weighted,0.6,pct_per_year_weighted_lowest_EU,JRC Esposito 2019
LV,2016,renovation_rate_total_pct,9.8,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
LV,2016,renovation_rate_medium_or_light_pct,4.3,pct_per_year,JRC Castellazzi/Esposito 2019
LV,2016,renovation_rate_deep_pct,0.0,pct_per_year_rounded,JRC Castellazzi/Esposito 2019
MT,2016,renovation_rate_total_pct,13.0,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
MT,2016,renovation_rate_medium_or_light_pct,3.0,pct_per_year,JRC Castellazzi/Esposito 2019
MT,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
NL,2016,renovation_rate_total_pct,12.7,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
NL,2016,renovation_rate_medium_or_light_pct,5.1,pct_per_year,JRC Castellazzi/Esposito 2019
NL,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
NL,2021,renovation_rate_total_pct,3.5,pct_per_year,CBS Construction Housing 2021
PL,2016,renovation_rate_total_pct,17.4,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
PL,2016,renovation_rate_medium_or_light_pct,8.5,pct_per_year,JRC Castellazzi/Esposito 2019
PL,2016,renovation_rate_deep_pct,0.0,pct_per_year_rounded,JRC Castellazzi/Esposito 2019
PT,2016,renovation_rate_total_pct,16.3,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
PT,2016,renovation_rate_medium_or_light_pct,7.3,pct_per_year,JRC Castellazzi/Esposito 2019
PT,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
RO,2016,renovation_rate_total_pct,24.1,pct_per_year_avg_2012_2016_highest_EU,JRC Castellazzi/Esposito 2019
RO,2016,renovation_rate_medium_or_light_pct,10.6,pct_per_year,JRC Castellazzi/Esposito 2019
RO,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
SE,2016,renovation_rate_total_pct,13.0,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
SE,2016,renovation_rate_medium_or_light_pct,5.0,pct_per_year,JRC Castellazzi/Esposito 2019
SE,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
SI,2016,renovation_rate_total_pct,9.8,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
SI,2016,renovation_rate_medium_or_light_pct,4.4,pct_per_year,JRC Castellazzi/Esposito 2019
SI,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
SK,2016,renovation_rate_total_pct,9.7,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
SK,2016,renovation_rate_medium_or_light_pct,4.5,pct_per_year,JRC Castellazzi/Esposito 2019
SK,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
UK,2016,renovation_rate_total_pct,7.9,pct_per_year_avg_2012_2016,JRC Castellazzi/Esposito 2019
UK,2016,renovation_rate_medium_or_light_pct,3.8,pct_per_year,JRC Castellazzi/Esposito 2019
UK,2016,renovation_rate_deep_pct,0.1,pct_per_year,JRC Castellazzi/Esposito 2019
UK,2022,renovation_rate_total_pct,1.5,pct_per_year,EHS 2022/23 + ECO + grants
UK,2022,renovation_rate_deep_pct,0.1,pct_per_year,CCC Heat and Buildings 2022
CH,2016,renovation_rate_total_pct_weighted,0.9,pct_per_year_weighted,TEP Energy BFE study 2018
CH,2020,renovation_rate_total_pct_weighted,1.3,pct_per_year_weighted,Streicher et al Nature Comms 2024
CH,2023,renovation_rate_total_pct_weighted,1.3,pct_per_year_weighted,BFE Gebaeudeprogramm 2023
EU27,2016,renovation_rate_total_pct_weighted,1.0,pct_per_year_weighted,JRC Castellazzi/Esposito 2019
EU27,2016,renovation_rate_deep_pct,0.2,pct_per_year,JRC Castellazzi/Esposito 2019
EU27,2022,renovation_rate_total_pct_weighted,1.0,pct_per_year_weighted,BPIE EU Buildings Climate Tracker 2024
EU27,2022,renovation_rate_deep_pct,0.2,pct_per_year,BPIE Deep Renovation Briefing 2021
