country,year,metric,value,unit,source_dataset
BE,2017,hdd,2620.0,degree-days,nrg_chdd_a
BE,2017,electricity_residential_TJ,63484.9,TJ,nrg_d_hhq
BE,2017,population,11351727.0,persons,demo_gind
BE,2017,gdp_real_meur,466717.1,MEUR_CLV20,nama_10_gdp
BE,2018,heat_residential_TJ,246083.7,TJ,nrg_d_hhq
BE,2018,hdd,2544.3,degree-days,nrg_chdd_a
BE,2018,electricity_residential_TJ,62732.5,TJ,nrg_d_hhq
BE,2018,population,11398589.0,persons,demo_gind
BE,2018,gdp_real_meur,475481.9,MEUR_CLV20,nama_10_gdp
BE,2019,heat_residential_TJ,224286.4,TJ,nrg_d_hhq
BE,2019,hdd,2570.5,degree-days,nrg_chdd_a
BE,2019,electricity_residential_TJ,61997.8,TJ,nrg_d_hhq
BE,2019,population,11455519.0,persons,demo_gind
BE,2019,gdp_real_meur,487097.4,MEUR_CLV20,nama_10_gdp
BE,2020,heat_residential_TJ,226075.4,TJ,nrg_d_hhq
BE,2020,hdd,2382.4,degree-days,nrg_chdd_a
BE,2020,electricity_residential_TJ,63034.2,TJ,nrg_d_hhq
BE,2020,population,11522440.0,persons,demo_gind
BE,2020,gdp_real_meur,463750.9,MEUR_CLV20,nama_10_gdp
BE,2021,heat_residential_TJ,252926.4,TJ,nrg_d_hhq
BE,2021,hdd,2782.1,degree-days,nrg_chdd_a
BE,2021,electricity_residential_TJ,63241.6,TJ,nrg_d_hhq
BE,2021,population,11554767.0,persons,demo_gind
BE,2021,gdp_real_meur,492756.0,MEUR_CLV20,nama_10_gdp
BE,2022,heat_residential_TJ,207598.6,TJ,nrg_d_hhq
BE,2022,hdd,2400.3,degree-days,nrg_chdd_a
BE,2022,electricity_residential_TJ,58307.8,TJ,nrg_d_hhq
BE,2022,population,11617623.0,persons,demo_gind
BE,2022,gdp_real_meur,512587.5,MEUR_CLV20,nama_10_gdp
BE,2023,heat_residential_TJ,205868.5,TJ,nrg_d_hhq
BE,2023,hdd,2376.9,degree-days,nrg_chdd_a
BE,2023,electricity_residential_TJ,57142.4,TJ,nrg_d_hhq
BE,2023,population,11742796.0,persons,demo_gind
BE,2023,gdp_real_meur,520590.3,MEUR_CLV20,nama_10_gdp
BG,2015,heat_residential_TJ,48525.1,TJ,nrg_d_hhq
BG,2015,hdd,2433.7,degree-days,nrg_chdd_a
BG,2015,electricity_residential_TJ,38318.4,TJ,nrg_d_hhq
BG,2015,population,7029690.0,persons,demo_gind
BG,2015,gdp_real_meur,56795.9,MEUR_CLV20,nama_10_gdp
BG,2016,heat_residential_TJ,50748.6,TJ,nrg_d_hhq
BG,2016,hdd,2484.5,degree-days,nrg_chdd_a
BG,2016,electricity_residential_TJ,38638.8,TJ,nrg_d_hhq
BG,2016,population,6938759.0,persons,demo_gind
BG,2016,gdp_real_meur,58514.9,MEUR_CLV20,nama_10_gdp
BG,2017,heat_residential_TJ,52530.1,TJ,nrg_d_hhq
BG,2017,hdd,2592.5,degree-days,nrg_chdd_a
BG,2017,electricity_residential_TJ,40095.1,TJ,nrg_d_hhq
BG,2017,population,6849518.0,persons,demo_gind
BG,2017,gdp_real_meur,60121.7,MEUR_CLV20,nama_10_gdp
BG,2018,heat_residential_TJ,49236.2,TJ,nrg_d_hhq
BG,2018,hdd,2418.9,degree-days,nrg_chdd_a
BG,2018,electricity_residential_TJ,39466.9,TJ,nrg_d_hhq
BG,2018,population,6757418.0,persons,demo_gind
BG,2018,gdp_real_meur,61522.6,MEUR_CLV20,nama_10_gdp
BG,2019,heat_residential_TJ,47184.9,TJ,nrg_d_hhq
BG,2019,hdd,2219.6,degree-days,nrg_chdd_a
BG,2019,electricity_residential_TJ,39038.0,TJ,nrg_d_hhq
BG,2019,population,6664177.0,persons,demo_gind
BG,2019,gdp_real_meur,63856.3,MEUR_CLV20,nama_10_gdp
BG,2020,heat_residential_TJ,54397.5,TJ,nrg_d_hhq
BG,2020,hdd,2314.2,degree-days,nrg_chdd_a
BG,2020,electricity_residential_TJ,40882.3,TJ,nrg_d_hhq
BG,2020,population,6569275.0,persons,demo_gind
BG,2020,gdp_real_meur,61855.6,MEUR_CLV20,nama_10_gdp
BG,2021,heat_residential_TJ,53542.4,TJ,nrg_d_hhq
BG,2021,hdd,2568.3,degree-days,nrg_chdd_a
BG,2021,electricity_residential_TJ,43031.9,TJ,nrg_d_hhq
BG,2021,population,6532117.0,persons,demo_gind
BG,2021,gdp_real_meur,66697.7,MEUR_CLV20,nama_10_gdp
BG,2022,heat_residential_TJ,42911.1,TJ,nrg_d_hhq
BG,2022,hdd,2373.0,degree-days,nrg_chdd_a
BG,2022,electricity_residential_TJ,43090.9,TJ,nrg_d_hhq
BG,2022,population,6482484.0,persons,demo_gind
BG,2022,gdp_real_meur,69421.6,MEUR_CLV20,nama_10_gdp
BG,2023,heat_residential_TJ,38516.1,TJ,nrg_d_hhq
BG,2023,hdd,2145.6,degree-days,nrg_chdd_a
BG,2023,electricity_residential_TJ,44322.2,TJ,nrg_d_hhq
BG,2023,population,6447710.0,persons,demo_gind
BG,2023,gdp_real_meur,70588.9,MEUR_CLV20,nama_10_gdp
CY,2015,heat_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2015,hdd,783.4,degree-days,nrg_chdd_a
CY,2015,electricity_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2015,population,860846.0,persons,demo_gind
CY,2015,gdp_real_meur,18230.9,MEUR_CLV20,nama_10_gdp
CY,2016,heat_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2016,hdd,707.5,degree-days,nrg_chdd_a
CY,2016,electricity_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2016,population,863764.0,persons,demo_gind
CY,2016,gdp_real_meur,19429.3,MEUR_CLV20,nama_10_gdp
CY,2017,heat_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2017,hdd,747.9,degree-days,nrg_chdd_a
CY,2017,electricity_residential_TJ,,TJ,missing (nrg_d_hhq; end-use detail not reported)
CY,2017,population,869878.0,persons,demo_gind
CY,2017,gdp_real_meur,20546.6,MEUR_CLV20,nama_10_gdp
CY,2018,heat_residential_TJ,4829.8,TJ,nrg_d_hhq
CY,2018,hdd,505.6,degree-days,nrg_chdd_a
CY,2018,electricity_residential_TJ,6077.8,TJ,nrg_d_hhq
CY,2018,population,878601.0,persons,demo_gind
CY,2018,gdp_real_meur,21835.2,MEUR_CLV20,nama_10_gdp
CY,2019,heat_residential_TJ,5563.8,TJ,nrg_d_hhq
CY,2019,hdd,729.2,degree-days,nrg_chdd_a
CY,2019,electricity_residential_TJ,6378.1,TJ,nrg_d_hhq
CY,2019,population,890194.0,persons,demo_gind
CY,2019,gdp_real_meur,23118.2,MEUR_CLV20,nama_10_gdp
CY,2020,heat_residential_TJ,5645.0,TJ,nrg_d_hhq
CY,2020,hdd,678.5,degree-days,nrg_chdd_a
CY,2020,electricity_residential_TJ,6501.0,TJ,nrg_d_hhq
CY,2020,population,902429.0,persons,demo_gind
CY,2020,gdp_real_meur,22373.6,MEUR_CLV20,nama_10_gdp
CY,2021,heat_residential_TJ,5191.9,TJ,nrg_d_hhq
CY,2021,hdd,653.5,degree-days,nrg_chdd_a
CY,2021,electricity_residential_TJ,6542.7,TJ,nrg_d_hhq
CY,2021,population,914476.0,persons,demo_gind
CY,2021,gdp_real_meur,24923.7,MEUR_CLV20,nama_10_gdp
CY,2022,heat_residential_TJ,5565.8,TJ,nrg_d_hhq
CY,2022,hdd,741.0,degree-days,nrg_chdd_a
CY,2022,electricity_residential_TJ,6401.8,TJ,nrg_d_hhq
CY,2022,population,929764.0,persons,demo_gind
CY,2022,gdp_real_meur,27101.7,MEUR_CLV20,nama_10_gdp
CY,2023,heat_residential_TJ,4724.5,TJ,nrg_d_hhq
CY,2023,hdd,577.0,degree-days,nrg_chdd_a
CY,2023,electricity_residential_TJ,6095.1,TJ,nrg_d_hhq
CY,2023,population,949084.0,persons,demo_gind
CY,2023,gdp_real_meur,28082.9,MEUR_CLV20,nama_10_gdp
CZ,2015,heat_residential_TJ,191276.4,TJ,nrg_d_hhq
CZ,2015,hdd,3126.4,degree-days,nrg_chdd_a
CZ,2015,electricity_residential_TJ,51775.2,TJ,nrg_d_hhq
CZ,2015,population,10538275.0,persons,demo_gind
CZ,2015,gdp_real_meur,202487.2,MEUR_CLV20,nama_10_gdp
CZ,2016,heat_residential_TJ,203320.3,TJ,nrg_d_hhq
CZ,2016,hdd,3285.1,degree-days,nrg_chdd_a
CZ,2016,electricity_residential_TJ,53766.0,TJ,nrg_d_hhq
CZ,2016,population,10553843.0,persons,demo_gind
CZ,2016,gdp_real_meur,207713.1,MEUR_CLV20,nama_10_gdp
CZ,2017,heat_residential_TJ,209307.0,TJ,nrg_d_hhq
CZ,2017,hdd,3348.9,degree-days,nrg_chdd_a
CZ,2017,electricity_residential_TJ,54760.7,TJ,nrg_d_hhq
CZ,2017,population,10578820.0,persons,demo_gind
CZ,2017,gdp_real_meur,218459.3,MEUR_CLV20,nama_10_gdp
CZ,2018,heat_residential_TJ,205454.2,TJ,nrg_d_hhq
CZ,2018,hdd,3029.8,degree-days,nrg_chdd_a
CZ,2018,electricity_residential_TJ,54178.3,TJ,nrg_d_hhq
CZ,2018,population,10610055.0,persons,demo_gind
CZ,2018,gdp_real_meur,224642.3,MEUR_CLV20,nama_10_gdp
CZ,2019,heat_residential_TJ,203351.2,TJ,nrg_d_hhq
CZ,2019,hdd,3033.4,degree-days,nrg_chdd_a
CZ,2019,electricity_residential_TJ,54924.6,TJ,nrg_d_hhq
CZ,2019,population,10649800.0,persons,demo_gind
CZ,2019,gdp_real_meur,232652.6,MEUR_CLV20,nama_10_gdp
CZ,2020,heat_residential_TJ,207120.2,TJ,nrg_d_hhq
CZ,2020,hdd,3112.5,degree-days,nrg_chdd_a
CZ,2020,electricity_residential_TJ,57501.0,TJ,nrg_d_hhq
CZ,2020,population,10693939.0,persons,demo_gind
CZ,2020,gdp_real_meur,220310.6,MEUR_CLV20,nama_10_gdp
CZ,2021,heat_residential_TJ,230125.7,TJ,nrg_d_hhq
CZ,2021,hdd,3486.4,degree-days,nrg_chdd_a
CZ,2021,electricity_residential_TJ,62136.0,TJ,nrg_d_hhq
CZ,2021,population,10494836.0,persons,demo_gind
CZ,2021,gdp_real_meur,229187.0,MEUR_CLV20,nama_10_gdp
CZ,2022,heat_residential_TJ,210342.8,TJ,nrg_d_hhq
CZ,2022,hdd,3115.3,degree-days,nrg_chdd_a
CZ,2022,electricity_residential_TJ,56527.2,TJ,nrg_d_hhq
CZ,2022,population,10516707.0,persons,demo_gind
CZ,2022,gdp_real_meur,235712.3,MEUR_CLV20,nama_10_gdp
CZ,2023,heat_residential_TJ,181312.5,TJ,nrg_d_hhq
CZ,2023,hdd,2957.0,degree-days,nrg_chdd_a
CZ,2023,electricity_residential_TJ,55716.1,TJ,nrg_d_hhq
CZ,2023,population,10827529.0,persons,demo_gind
CZ,2023,gdp_real_meur,235824.5,MEUR_CLV20,nama_10_gdp
DE,2015,heat_residential_TJ,1557437.8,TJ,nrg_d_hhq
DE,2015,hdd,2919.5,degree-days,nrg_chdd_a
DE,2015,electricity_residential_TJ,463320.0,TJ,nrg_d_hhq
DE,2015,population,81197537.0,persons,demo_gind
DE,2015,gdp_real_meur,3354099.8,MEUR_CLV20,nama_10_gdp
DE,2016,heat_residential_TJ,1633476.2,TJ,nrg_d_hhq
DE,2016,hdd,3018.7,degree-days,nrg_chdd_a
DE,2016,electricity_residential_TJ,461520.0,TJ,nrg_d_hhq
DE,2016,population,82175684.0,persons,demo_gind
DE,2016,gdp_real_meur,3428635.4,MEUR_CLV20,nama_10_gdp
DE,2017,heat_residential_TJ,1599805.4,TJ,nrg_d_hhq
DE,2017,hdd,2975.2,degree-days,nrg_chdd_a
DE,2017,electricity_residential_TJ,471326.4,TJ,nrg_d_hhq
DE,2017,population,82521653.0,persons,demo_gind
DE,2017,gdp_real_meur,3524565.4,MEUR_CLV20,nama_10_gdp
DE,2018,heat_residential_TJ,1550009.4,TJ,nrg_d_hhq
DE,2018,hdd,2784.9,degree-days,nrg_chdd_a
DE,2018,electricity_residential_TJ,460368.0,TJ,nrg_d_hhq
DE,2018,population,82792351.0,persons,demo_gind
DE,2018,gdp_real_meur,3564593.8,MEUR_CLV20,nama_10_gdp
DE,2019,heat_residential_TJ,1620501.1,TJ,nrg_d_hhq
DE,2019,hdd,2813.0,degree-days,nrg_chdd_a
DE,2019,electricity_residential_TJ,455540.4,TJ,nrg_d_hhq
DE,2019,population,83019213.0,persons,demo_gind
DE,2019,gdp_real_meur,3599446.0,MEUR_CLV20,nama_10_gdp
DE,2020,heat_residential_TJ,1626515.0,TJ,nrg_d_hhq
DE,2020,hdd,2754.5,degree-days,nrg_chdd_a
DE,2020,electricity_residential_TJ,458733.6,TJ,nrg_d_hhq
DE,2020,population,83166711.0,persons,demo_gind
DE,2020,gdp_real_meur,3450720.0,MEUR_CLV20,nama_10_gdp
DE,2021,heat_residential_TJ,1600949.3,TJ,nrg_d_hhq
DE,2021,hdd,3128.4,degree-days,nrg_chdd_a
DE,2021,electricity_residential_TJ,473400.0,TJ,nrg_d_hhq
DE,2021,population,83155031.0,persons,demo_gind
DE,2021,gdp_real_meur,3585643.2,MEUR_CLV20,nama_10_gdp
DE,2022,heat_residential_TJ,1591921.6,TJ,nrg_d_hhq
DE,2022,hdd,2748.5,degree-days,nrg_chdd_a
DE,2022,electricity_residential_TJ,482889.6,TJ,nrg_d_hhq
DE,2022,population,83237124.0,persons,demo_gind
DE,2022,gdp_real_meur,3650516.7,MEUR_CLV20,nama_10_gdp
DE,2023,heat_residential_TJ,1429355.0,TJ,nrg_d_hhq
DE,2023,hdd,2675.9,degree-days,nrg_chdd_a
DE,2023,electricity_residential_TJ,473234.4,TJ,nrg_d_hhq
DE,2023,population,83118501.0,persons,demo_gind
DE,2023,gdp_real_meur,3618770.1,MEUR_CLV20,nama_10_gdp
DK,2015,heat_residential_TJ,114627.1,TJ,nrg_d_hhq
DK,2015,hdd,3125.5,degree-days,nrg_chdd_a
DK,2015,electricity_residential_TJ,36635.9,TJ,nrg_d_hhq
DK,2015,population,5659715.0,persons,demo_gind
DK,2015,gdp_real_meur,288752.7,MEUR_CLV20,nama_10_gdp
DK,2016,heat_residential_TJ,120960.4,TJ,nrg_d_hhq
DK,2016,hdd,3152.3,degree-days,nrg_chdd_a
DK,2016,electricity_residential_TJ,36973.6,TJ,nrg_d_hhq
DK,2016,population,5707251.0,persons,demo_gind
DK,2016,gdp_real_meur,297626.2,MEUR_CLV20,nama_10_gdp
DK,2017,heat_residential_TJ,120742.1,TJ,nrg_d_hhq
DK,2017,hdd,3127.8,degree-days,nrg_chdd_a
DK,2017,electricity_residential_TJ,35412.1,TJ,nrg_d_hhq
DK,2017,population,5748769.0,persons,demo_gind
DK,2017,gdp_real_meur,306723.1,MEUR_CLV20,nama_10_gdp
DK,2018,heat_residential_TJ,114837.8,TJ,nrg_d_hhq
DK,2018,hdd,3058.4,degree-days,nrg_chdd_a
DK,2018,electricity_residential_TJ,35070.6,TJ,nrg_d_hhq
DK,2018,population,5781190.0,persons,demo_gind
DK,2018,gdp_real_meur,312428.1,MEUR_CLV20,nama_10_gdp
DK,2019,heat_residential_TJ,110084.8,TJ,nrg_d_hhq
DK,2019,hdd,3033.0,degree-days,nrg_chdd_a
DK,2019,electricity_residential_TJ,36870.0,TJ,nrg_d_hhq
DK,2019,population,5806081.0,persons,demo_gind
DK,2019,gdp_real_meur,317775.0,MEUR_CLV20,nama_10_gdp
DK,2020,heat_residential_TJ,105297.5,TJ,nrg_d_hhq
DK,2020,hdd,2924.6,degree-days,nrg_chdd_a
DK,2020,electricity_residential_TJ,37139.8,TJ,nrg_d_hhq
DK,2020,population,5822763.0,persons,demo_gind
DK,2020,gdp_real_meur,312118.3,MEUR_CLV20,nama_10_gdp
DK,2021,heat_residential_TJ,113747.2,TJ,nrg_d_hhq
DK,2021,hdd,3266.0,degree-days,nrg_chdd_a
DK,2021,electricity_residential_TJ,39341.7,TJ,nrg_d_hhq
DK,2021,population,5840045.0,persons,demo_gind
DK,2021,gdp_real_meur,332406.8,MEUR_CLV20,nama_10_gdp
DK,2022,heat_residential_TJ,95321.9,TJ,nrg_d_hhq
DK,2022,hdd,3020.3,degree-days,nrg_chdd_a
DK,2022,electricity_residential_TJ,34916.5,TJ,nrg_d_hhq
DK,2022,population,5873420.0,persons,demo_gind
DK,2022,gdp_real_meur,333882.1,MEUR_CLV20,nama_10_gdp
DK,2023,heat_residential_TJ,99675.5,TJ,nrg_d_hhq
DK,2023,hdd,3033.0,degree-days,nrg_chdd_a
DK,2023,electricity_residential_TJ,34831.2,TJ,nrg_d_hhq
DK,2023,population,5932654.0,persons,demo_gind
DK,2023,gdp_real_meur,335900.7,MEUR_CLV20,nama_10_gdp
EE,2015,heat_residential_TJ,26311.8,TJ,nrg_d_hhq
EE,2015,hdd,3803.8,degree-days,nrg_chdd_a
EE,2015,electricity_residential_TJ,6221.7,TJ,nrg_d_hhq
EE,2015,population,1313271.0,persons,demo_gind
EE,2015,gdp_real_meur,24489.2,MEUR_CLV20,nama_10_gdp
EE,2016,heat_residential_TJ,28285.6,TJ,nrg_d_hhq
EE,2016,hdd,4215.9,degree-days,nrg_chdd_a
EE,2016,electricity_residential_TJ,6887.8,TJ,nrg_d_hhq
EE,2016,population,1315944.0,persons,demo_gind
EE,2016,gdp_real_meur,25246.7,MEUR_CLV20,nama_10_gdp
EE,2017,heat_residential_TJ,28456.9,TJ,nrg_d_hhq
EE,2017,hdd,4218.1,degree-days,nrg_chdd_a
EE,2017,electricity_residential_TJ,6985.0,TJ,nrg_d_hhq
EE,2017,population,1315635.0,persons,demo_gind
EE,2017,gdp_real_meur,26669.2,MEUR_CLV20,nama_10_gdp
EE,2018,heat_residential_TJ,28637.4,TJ,nrg_d_hhq
EE,2018,hdd,4070.6,degree-days,nrg_chdd_a
EE,2018,electricity_residential_TJ,6696.5,TJ,nrg_d_hhq
EE,2018,population,1319133.0,persons,demo_gind
EE,2018,gdp_real_meur,27655.9,MEUR_CLV20,nama_10_gdp
EE,2019,heat_residential_TJ,29116.9,TJ,nrg_d_hhq
EE,2019,hdd,3890.2,degree-days,nrg_chdd_a
EE,2019,electricity_residential_TJ,7452.0,TJ,nrg_d_hhq
EE,2019,population,1324820.0,persons,demo_gind
EE,2019,gdp_real_meur,28686.6,MEUR_CLV20,nama_10_gdp
EE,2020,heat_residential_TJ,28458.2,TJ,nrg_d_hhq
EE,2020,hdd,3563.5,degree-days,nrg_chdd_a
EE,2020,electricity_residential_TJ,7192.8,TJ,nrg_d_hhq
EE,2020,population,1328889.0,persons,demo_gind
EE,2020,gdp_real_meur,27859.3,MEUR_CLV20,nama_10_gdp
EE,2021,heat_residential_TJ,28695.2,TJ,nrg_d_hhq
EE,2021,hdd,4290.0,degree-days,nrg_chdd_a
EE,2021,electricity_residential_TJ,8024.4,TJ,nrg_d_hhq
EE,2021,population,1330068.0,persons,demo_gind
EE,2021,gdp_real_meur,30159.0,MEUR_CLV20,nama_10_gdp
EE,2022,heat_residential_TJ,29384.8,TJ,nrg_d_hhq
EE,2022,hdd,4124.9,degree-days,nrg_chdd_a
EE,2022,electricity_residential_TJ,7080.8,TJ,nrg_d_hhq
EE,2022,population,1331796.0,persons,demo_gind
EE,2022,gdp_real_meur,29789.2,MEUR_CLV20,nama_10_gdp
EE,2023,heat_residential_TJ,27834.5,TJ,nrg_d_hhq
EE,2023,hdd,3992.1,degree-days,nrg_chdd_a
EE,2023,electricity_residential_TJ,7787.6,TJ,nrg_d_hhq
EE,2023,population,1365884.0,persons,demo_gind
EE,2023,gdp_real_meur,28971.8,MEUR_CLV20,nama_10_gdp
EL,2015,heat_residential_TJ,114056.8,TJ,nrg_d_hhq
EL,2015,hdd,1659.7,degree-days,nrg_chdd_a
EL,2015,electricity_residential_TJ,63136.4,TJ,nrg_d_hhq
EL,2015,population,10818041.0,persons,demo_gind
EL,2015,gdp_real_meur,174239.4,MEUR_CLV20,nama_10_gdp
EL,2016,heat_residential_TJ,101054.3,TJ,nrg_d_hhq
EL,2016,hdd,1543.4,degree-days,nrg_chdd_a
EL,2016,electricity_residential_TJ,71988.8,TJ,nrg_d_hhq
EL,2016,population,10735415.0,persons,demo_gind
EL,2016,gdp_real_meur,174184.0,MEUR_CLV20,nama_10_gdp
EL,2017,heat_residential_TJ,103384.0,TJ,nrg_d_hhq
EL,2017,hdd,1687.3,degree-days,nrg_chdd_a
EL,2017,electricity_residential_TJ,70660.3,TJ,nrg_d_hhq
EL,2017,population,10707527.0,persons,demo_gind
EL,2017,gdp_real_meur,176749.9,MEUR_CLV20,nama_10_gdp
EL,2018,heat_residential_TJ,87249.8,TJ,nrg_d_hhq
EL,2018,hdd,1449.6,degree-days,nrg_chdd_a
EL,2018,electricity_residential_TJ,60345.4,TJ,nrg_d_hhq
EL,2018,population,10667336.0,persons,demo_gind
EL,2018,gdp_real_meur,180399.2,MEUR_CLV20,nama_10_gdp
EL,2019,heat_residential_TJ,95571.6,TJ,nrg_d_hhq
EL,2019,hdd,1529.8,degree-days,nrg_chdd_a
EL,2019,electricity_residential_TJ,62559.1,TJ,nrg_d_hhq
EL,2019,population,10635213.0,persons,demo_gind
EL,2019,gdp_real_meur,184507.2,MEUR_CLV20,nama_10_gdp
EL,2020,heat_residential_TJ,101157.4,TJ,nrg_d_hhq
EL,2020,hdd,1562.8,degree-days,nrg_chdd_a
EL,2020,electricity_residential_TJ,62950.3,TJ,nrg_d_hhq
EL,2020,population,10612591.0,persons,demo_gind
EL,2020,gdp_real_meur,167539.5,MEUR_CLV20,nama_10_gdp
EL,2021,heat_residential_TJ,94033.8,TJ,nrg_d_hhq
EL,2021,hdd,1608.0,degree-days,nrg_chdd_a
EL,2021,electricity_residential_TJ,63776.9,TJ,nrg_d_hhq
EL,2021,population,10555344.0,persons,demo_gind
EL,2021,gdp_real_meur,182039.2,MEUR_CLV20,nama_10_gdp
EL,2022,heat_residential_TJ,102577.0,TJ,nrg_d_hhq
EL,2022,hdd,1611.0,degree-days,nrg_chdd_a
EL,2022,electricity_residential_TJ,59693.5,TJ,nrg_d_hhq
EL,2022,population,10461627.0,persons,demo_gind
EL,2022,gdp_real_meur,192091.4,MEUR_CLV20,nama_10_gdp
EL,2023,heat_residential_TJ,83060.6,TJ,nrg_d_hhq
EL,2023,hdd,1449.0,degree-days,nrg_chdd_a
EL,2023,electricity_residential_TJ,54465.4,TJ,nrg_d_hhq
EL,2023,population,10401868.0,persons,demo_gind
EL,2023,gdp_real_meur,196194.3,MEUR_CLV20,nama_10_gdp
ES,2015,heat_residential_TJ,284312.3,TJ,nrg_d_hhq
ES,2015,hdd,1676.6,degree-days,nrg_chdd_a
ES,2015,electricity_residential_TJ,252247.0,TJ,nrg_d_hhq
ES,2015,population,46425722.0,persons,demo_gind
ES,2015,gdp_real_meur,1146834.0,MEUR_CLV20,nama_10_gdp
ES,2016,heat_residential_TJ,245878.8,TJ,nrg_d_hhq
ES,2016,hdd,1783.4,degree-days,nrg_chdd_a
ES,2016,electricity_residential_TJ,250731.4,TJ,nrg_d_hhq
ES,2016,population,46418884.0,persons,demo_gind
ES,2016,gdp_real_meur,1180266.0,MEUR_CLV20,nama_10_gdp
ES,2017,heat_residential_TJ,244148.3,TJ,nrg_d_hhq
ES,2017,hdd,1658.8,degree-days,nrg_chdd_a
ES,2017,electricity_residential_TJ,257013.4,TJ,nrg_d_hhq
ES,2017,population,46497393.0,persons,demo_gind
ES,2017,gdp_real_meur,1214447.0,MEUR_CLV20,nama_10_gdp
ES,2018,heat_residential_TJ,256240.9,TJ,nrg_d_hhq
ES,2018,hdd,1862.6,degree-days,nrg_chdd_a
ES,2018,electricity_residential_TJ,270020.1,TJ,nrg_d_hhq
ES,2018,population,46645070.0,persons,demo_gind
